time,pm25,pm10,no2,so2,co,o3,us_aqi,temperature,humidity,wind_speed,calculated_aqi,calculated_category,primary_pollutant,city_name,city_id
2026-06-21 05:00:00,129.0,741.3,6.8,13.6,235.0,116.0,424,27.1,87.0,17.1,500,Hazardous,PM10,Delhi,1
2026-06-21 06:00:00,132.7,784.2,4.2,13.9,206.0,139.0,436,27.1,87.0,17.1,500,Hazardous,PM10,Delhi,1
2026-06-21 07:00:00,118.3,666.8,3.0,13.4,201.0,151.0,454,27.1,87.0,17.1,500,Hazardous,PM10,Delhi,1
2026-06-21 08:00:00,120.6,724.6,2.7,12.4,208.0,156.0,461,27.1,87.0,17.1,500,Hazardous,PM10,Delhi,1
2026-06-21 09:00:00,120.6,756.2,3.1,11.5,213.0,156.0,475,27.1,87.0,17.1,500,Hazardous,PM10,Delhi,1
2026-06-21 10:00:00,116.9,758.1,3.8,10.7,211.0,150.0,488,27.1,87.0,17.1,500,Hazardous,PM10,Delhi,1
2026-06-21 11:00:00,114.6,719.0,5.2,10.0,207.0,139.0,500,27.1,87.0,17.1,500,Hazardous,PM10,Delhi,1
2026-06-21 12:00:00,82.0,495.5,10.3,10.3,207.0,120.0,509,27.1,87.0,17.1,500,Hazardous,PM10,Delhi,1
2026-06-21 13:00:00,82.9,482.4,16.8,11.9,214.0,103.0,510,27.1,87.0,17.1,500,Hazardous,PM10,Delhi,1
2026-06-21 14:00:00,85.7,452.6,25.7,14.0,225.0,79.0,512,27.1,87.0,17.1,500,Hazardous,PM10,Delhi,1
2026-06-21 15:00:00,91.5,440.5,31.8,15.3,239.0,61.0,512,27.1,87.0,17.1,500,Hazardous,PM10,Delhi,1
2026-06-21 16:00:00,109.2,549.5,32.3,15.2,264.0,53.0,509,27.1,87.0,17.1,500,Hazardous,PM10,Delhi,1
2026-06-21 17:00:00,132.2,676.1,30.1,14.2,292.0,50.0,509,27.1,87.0,17.1,500,Hazardous,PM10,Delhi,1
2026-06-21 18:00:00,143.9,702.2,28.1,13.3,303.0,48.0,513,27.1,87.0,17.1,500,Hazardous,PM10,Delhi,1
2026-06-21 19:00:00,145.3,659.4,27.5,12.5,276.0,44.0,519,27.1,87.0,17.1,500,Hazardous,PM10,Delhi,1
2026-06-21 20:00:00,139.2,590.5,27.2,11.7,231.0,41.0,522,27.1,87.0,17.1,500,Hazardous,PM10,Delhi,1
2026-06-21 21:00:00,128.5,508.5,27.3,11.2,209.0,38.0,523,27.1,87.0,17.1,500,Hazardous,PM10,Delhi,1
2026-06-21 22:00:00,115.7,426.5,28.4,11.1,229.0,32.0,520,27.1,87.0,17.1,500,Hazardous,PM10,Delhi,1
2026-06-21 23:00:00,103.4,353.0,29.8,11.2,272.0,26.0,514,27.1,87.0,17.1,500,Hazardous,PM10,Delhi,1
2026-06-22 00:00:00,128.1,622.1,20.5,11.3,314.0,45.0,505,27.1,87.0,17.1,500,Hazardous,PM10,Delhi,1
2026-06-22 01:00:00,121.5,556.9,20.0,12.7,357.0,49.0,507,27.1,87.0,17.1,500,Hazardous,PM10,Delhi,1
2026-06-22 02:00:00,122.0,566.2,19.2,14.6,399.0,56.0,506,27.1,87.0,17.1,500,Hazardous,PM10,Delhi,1
2026-06-22 03:00:00,135.5,678.0,17.5,16.2,414.0,71.0,505,27.1,87.0,17.1,500,Hazardous,PM10,Delhi,1
2026-06-22 04:00:00,144.4,711.5,14.0,17.4,381.0,103.0,505,27.1,87.0,17.1,500,Hazardous,PM10,Delhi,1
2026-06-22 05:00:00,140.2,665.0,9.6,18.3,320.0,144.0,504,27.1,87.0,17.1,500,Hazardous,PM10,Delhi,1
2026-06-22 06:00:00,131.3,633.3,6.2,18.1,271.0,171.0,501,27.1,87.0,17.1,500,Hazardous,PM10,Delhi,1
2026-06-22 07:00:00,115.9,599.8,4.5,16.0,247.0,174.0,495,27.1,87.0,17.1,495,Hazardous,PM10,Delhi,1
2026-06-22 08:00:00,102.4,568.1,3.7,12.9,235.0,165.0,492,27.1,87.0,17.1,492,Hazardous,PM10,Delhi,1
2026-06-22 09:00:00,98.7,603.5,4.0,10.6,230.0,154.0,485,27.1,87.0,17.1,499,Hazardous,PM10,Delhi,1
2026-06-22 10:00:00,101.3,657.5,5.3,9.8,233.0,147.0,479,27.1,87.0,17.1,500,Hazardous,PM10,Delhi,1
2026-06-22 11:00:00,109.0,728.3,7.7,9.8,244.0,139.0,475,27.1,87.0,17.1,500,Hazardous,PM10,Delhi,1
2026-06-22 12:00:00,80.1,484.3,11.3,11.0,257.0,128.0,475,27.1,87.0,17.1,475,Hazardous,PM10,Delhi,1
2026-06-22 13:00:00,79.9,437.7,15.9,12.7,270.0,115.0,475,27.1,87.0,17.1,475,Hazardous,PM10,Delhi,1
2026-06-22 14:00:00,80.1,430.3,22.4,15.1,285.0,96.0,473,27.1,87.0,17.1,473,Hazardous,PM10,Delhi,1
2026-06-22 15:00:00,72.6,359.5,27.8,16.8,305.0,80.0,472,27.1,87.0,17.1,472,Hazardous,PM10,Delhi,1
2026-06-22 16:00:00,65.2,312.9,31.1,17.3,338.0,69.0,469,27.1,87.0,17.1,469,Hazardous,PM10,Delhi,1
2026-06-22 17:00:00,61.7,287.8,33.2,17.3,377.0,60.0,459,27.1,87.0,17.1,459,Hazardous,PM10,Delhi,1
2026-06-22 18:00:00,59.6,265.4,34.7,16.9,402.0,53.0,443,27.1,87.0,17.1,443,Hazardous,PM10,Delhi,1
2026-06-22 19:00:00,57.4,236.6,35.4,16.2,404.0,46.0,424,27.1,87.0,17.1,424,Hazardous,PM2.5,Delhi,1
2026-06-22 20:00:00,56.0,211.9,35.4,15.3,392.0,41.0,407,27.1,87.0,17.1,407,Hazardous,PM2.5,Delhi,1
2026-06-22 21:00:00,55.4,192.8,35.1,14.5,373.0,37.0,389,27.1,87.0,17.1,389,Hazardous,PM2.5,Delhi,1
2026-06-22 22:00:00,52.9,175.1,34.9,13.7,338.0,33.0,372,27.1,87.0,17.1,372,Hazardous,PM2.5,Delhi,1
2026-06-22 23:00:00,52.7,169.0,34.4,13.1,296.0,30.0,359,27.1,87.0,17.1,359,Hazardous,PM2.5,Delhi,1
2026-06-23 00:00:00,73.8,210.5,52.8,20.4,282.0,17.0,350,27.1,87.0,17.1,350,Hazardous,PM2.5,Delhi,1
2026-06-23 01:00:00,75.7,210.9,45.4,22.3,329.0,39.0,328,27.1,87.0,17.1,328,Hazardous,PM2.5,Delhi,1
2026-06-23 02:00:00,79.4,230.5,35.0,24.9,404.0,71.0,310,27.1,87.0,17.1,310,Hazardous,PM2.5,Delhi,1
2026-06-23 03:00:00,78.0,251.5,25.4,26.0,439.0,102.0,292,27.1,87.0,17.1,292,Very Unhealthy,PM2.5,Delhi,1
2026-06-23 04:00:00,71.7,234.2,17.6,24.5,390.0,132.0,266,27.1,87.0,17.1,266,Very Unhealthy,PM2.5,Delhi,1
2026-06-23 05:00:00,68.2,260.8,10.7,21.6,301.0,162.0,238,27.1,87.0,17.1,238,Very Unhealthy,PM2.5,Delhi,1
2026-06-23 06:00:00,63.8,263.6,5.8,18.7,236.0,180.0,214,27.1,87.0,17.1,214,Very Unhealthy,O3,Delhi,1
2026-06-23 07:00:00,64.3,292.4,3.5,15.9,224.0,180.0,197,27.1,87.0,17.1,197,Unhealthy,PM10,Delhi,1
2026-06-23 08:00:00,70.1,357.6,3.2,13.1,235.0,168.0,191,27.1,87.0,17.1,205,Very Unhealthy,PM10,Delhi,1
2026-06-23 09:00:00,69.6,363.2,3.7,11.0,250.0,155.0,186,27.1,87.0,17.1,213,Very Unhealthy,PM10,Delhi,1
2026-06-23 10:00:00,76.1,436.8,4.3,9.7,258.0,145.0,181,27.1,87.0,17.1,314,Hazardous,PM10,Delhi,1
2026-06-23 11:00:00,75.7,433.1,5.9,9.0,269.0,135.0,177,27.1,87.0,17.1,310,Hazardous,PM10,Delhi,1
2026-06-23 12:00:00,91.0,506.6,14.7,8.5,291.0,93.0,171,27.1,87.0,17.1,392,Hazardous,PM10,Delhi,1
2026-06-23 13:00:00,89.4,478.7,20.3,10.4,337.0,82.0,171,27.1,87.0,17.1,361,Hazardous,PM10,Delhi,1
2026-06-23 14:00:00,91.5,448.9,28.5,13.2,394.0,66.0,172,27.1,87.0,17.1,328,Hazardous,PM10,Delhi,1
2026-06-23 15:00:00,96.2,435.9,37.1,16.4,437.0,50.0,172,27.1,87.0,17.1,313,Hazardous,PM10,Delhi,1
2026-06-23 16:00:00,101.0,416.3,46.8,20.6,457.0,36.0,174,27.1,87.0,17.1,289,Very Unhealthy,PM10,Delhi,1
2026-06-23 17:00:00,109.0,414.4,57.0,25.2,464.0,22.0,176,27.1,87.0,17.1,286,Very Unhealthy,PM10,Delhi,1
2026-06-23 18:00:00,115.3,391.2,64.1,28.2,457.0,12.0,179,27.1,87.0,17.1,253,Very Unhealthy,PM10,Delhi,1
2026-06-23 19:00:00,115.9,372.5,66.0,28.3,432.0,8.0,181,27.1,87.0,17.1,226,Very Unhealthy,PM10,Delhi,1
2026-06-23 20:00:00,116.4,365.1,64.8,26.9,394.0,7.0,184,27.1,87.0,17.1,215,Very Unhealthy,PM10,Delhi,1
2026-06-23 21:00:00,116.6,353.9,63.0,25.8,362.0,7.0,187,27.1,87.0,17.1,200,Unhealthy,PM10,Delhi,1
2026-06-23 22:00:00,116.2,339.9,62.3,26.0,340.0,4.0,191,27.1,87.0,17.1,193,Unhealthy,PM10,Delhi,1
2026-06-23 23:00:00,116.9,333.4,61.1,26.4,325.0,2.0,194,27.1,87.0,17.1,194,Unhealthy,PM10,Delhi,1
2026-06-24 00:00:00,128.5,421.0,54.2,22.3,326.0,10.0,198,27.1,87.0,17.1,296,Very Unhealthy,PM10,Delhi,1
2026-06-24 01:00:00,125.7,379.0,48.0,24.7,362.0,24.0,206,27.1,87.0,17.1,235,Very Unhealthy,PM10,Delhi,1
2026-06-24 02:00:00,118.7,377.2,39.2,27.9,413.0,44.0,216,27.1,87.0,17.1,233,Very Unhealthy,PM10,Delhi,1
2026-06-24 03:00:00,112.9,457.3,30.5,28.9,434.0,66.0,224,27.1,87.0,17.1,337,Hazardous,PM10,Delhi,1
2026-06-24 04:00:00,98.7,422.8,22.0,25.6,392.0,90.0,236,27.1,87.0,17.1,298,Very Unhealthy,PM10,Delhi,1
2026-06-24 05:00:00,88.2,374.4,13.6,20.2,320.0,116.0,248,27.1,87.0,17.1,248,Very Unhealthy,PM10,Delhi,1
2026-06-24 06:00:00,85.7,383.7,7.4,15.8,262.0,136.0,254,27.1,87.0,17.1,254,Very Unhealthy,PM10,Delhi,1
2026-06-24 07:00:00,87.5,418.2,4.5,13.7,236.0,147.0,262,27.1,87.0,17.1,292,Very Unhealthy,PM10,Delhi,1
2026-06-24 08:00:00,85.7,427.5,3.9,12.6,226.0,152.0,269,27.1,87.0,17.1,304,Hazardous,PM10,Delhi,1
2026-06-24 09:00:00,77.8,380.0,4.2,12.0,225.0,153.0,273,27.1,87.0,17.1,273,Very Unhealthy,PM10,Delhi,1
2026-06-24 10:00:00,74.7,365.1,4.5,11.6,237.0,153.0,274,27.1,87.0,17.1,274,Very Unhealthy,PM10,Delhi,1
2026-06-24 11:00:00,77.1,395.8,5.9,11.6,259.0,149.0,270,27.1,87.0,17.1,270,Very Unhealthy,PM10,Delhi,1
2026-06-24 12:00:00,76.6,377.2,10.0,12.6,277.0,139.0,268,27.1,87.0,17.1,268,Very Unhealthy,PM10,Delhi,1
2026-06-24 13:00:00,79.4,331.6,18.8,14.7,271.0,120.0,260,27.1,87.0,17.1,260,Very Unhealthy,PM10,Delhi,1
2026-06-24 14:00:00,85.2,318.5,30.4,17.7,261.0,95.0,251,27.1,87.0,17.1,251,Very Unhealthy,PM10,Delhi,1
2026-06-24 15:00:00,93.1,328.8,41.1,21.2,297.0,74.0,244,27.1,87.0,17.1,244,Very Unhealthy,PM10,Delhi,1
2026-06-24 16:00:00,102.0,350.2,50.3,25.6,429.0,59.0,237,27.1,87.0,17.1,237,Very Unhealthy,PM10,Delhi,1
2026-06-24 17:00:00,113.9,364.1,58.5,30.5,607.0,48.0,233,27.1,87.0,17.1,233,Very Unhealthy,PM10,Delhi,1
2026-06-24 18:00:00,121.5,366.0,63.5,33.8,734.0,40.0,230,27.1,87.0,17.1,230,Very Unhealthy,PM10,Delhi,1
2026-06-24 19:00:00,121.5,357.6,62.9,34.0,756.0,38.0,229,27.1,87.0,17.1,229,Very Unhealthy,PM10,Delhi,1
2026-06-24 20:00:00,120.1,349.2,59.1,32.6,726.0,39.0,228,27.1,87.0,17.1,228,Very Unhealthy,PM10,Delhi,1
2026-06-24 21:00:00,119.7,338.1,56.8,31.8,707.0,39.0,227,27.1,87.0,17.1,227,Very Unhealthy,PM10,Delhi,1
2026-06-24 22:00:00,120.6,331.6,59.5,32.4,732.0,31.0,226,27.1,87.0,17.1,226,Very Unhealthy,PM10,Delhi,1
2026-06-24 23:00:00,123.9,334.3,63.7,33.6,768.0,21.0,225,27.1,87.0,17.1,225,Very Unhealthy,PM10,Delhi,1
2026-06-25 00:00:00,129.0,336.2,64.4,35.4,782.0,24.0,226,27.1,87.0,17.1,226,Very Unhealthy,PM10,Delhi,1
2026-06-25 01:00:00,131.8,313.9,58.9,38.9,767.0,50.0,221,27.1,87.0,17.1,221,Very Unhealthy,PM2.5,Delhi,1
2026-06-25 02:00:00,122.5,291.5,49.8,43.0,729.0,89.0,217,27.1,87.0,17.1,217,Very Unhealthy,PM2.5,Delhi,1
2026-06-25 03:00:00,118.3,332.5,40.1,44.7,661.0,125.0,212,27.1,87.0,17.1,212,Very Unhealthy,PM10,Delhi,1
2026-06-25 04:00:00,112.2,358.6,29.5,42.3,532.0,154.0,204,27.1,87.0,17.1,206,Very Unhealthy,PM10,Delhi,1
2026-06-25 05:00:00,105.2,361.4,18.3,37.6,373.0,179.0,200,27.1,87.0,17.1,210,Very Unhealthy,PM10,Delhi,1
2026-06-25 06:00:00,98.5,335.3,9.9,32.8,259.0,197.0,200,27.1,87.0,17.1,200,Unhealthy,PM10,Delhi,1
2026-06-25 07:00:00,93.4,312.9,6.0,28.3,231.0,206.0,199,27.1,87.0,17.1,199,Unhealthy,O3,Delhi,1
2026-06-25 08:00:00,90.3,299.0,5.0,23.7,249.0,208.0,197,27.1,87.0,17.1,197,Unhealthy,O3,Delhi,1
2026-06-25 09:00:00,85.4,284.1,5.2,19.8,274.0,202.0,194,27.1,87.0,17.1,194,Unhealthy,O3,Delhi,1
2026-06-25 10:00:00,82.4,289.6,5.5,16.5,285.0,187.0,192,27.1,87.0,17.1,192,Unhealthy,O3,Delhi,1
2026-06-25 11:00:00,78.0,285.9,7.0,13.9,302.0,164.0,190,27.1,87.0,17.1,190,Unhealthy,PM10,Delhi,1
2026-06-25 12:00:00,56.5,165.8,11.0,20.7,353.0,198.0,188,27.1,87.0,17.1,188,Unhealthy,O3,Delhi,1
2026-06-25 13:00:00,58.8,152.3,22.2,22.4,464.0,168.0,185,27.1,87.0,17.1,185,Unhealthy,PM2.5,Delhi,1
2026-06-25 14:00:00,68.0,156.0,37.6,24.7,608.0,126.0,184,27.1,87.0,17.1,184,Unhealthy,PM2.5,Delhi,1
2026-06-25 15:00:00,75.4,156.0,48.7,26.5,729.0,92.0,184,27.1,87.0,17.1,184,Unhealthy,PM2.5,Delhi,1
2026-06-25 16:00:00,71.7,149.5,51.0,27.3,817.0,74.0,183,27.1,87.0,17.1,183,Unhealthy,PM2.5,Delhi,1
2026-06-25 17:00:00,72.4,150.4,49.1,27.7,882.0,63.0,182,27.1,87.0,17.1,182,Unhealthy,PM2.5,Delhi,1
2026-06-25 18:00:00,79.2,200.7,48.4,27.9,898.0,53.0,181,27.1,87.0,17.1,181,Unhealthy,PM2.5,Delhi,1
2026-06-25 19:00:00,83.4,233.3,51.4,27.8,825.0,43.0,180,27.1,87.0,17.1,180,Unhealthy,PM2.5,Delhi,1
2026-06-25 20:00:00,83.4,207.2,55.8,27.6,703.0,33.0,179,27.1,87.0,17.1,179,Unhealthy,PM2.5,Delhi,1
2026-06-25 21:00:00,86.1,202.1,59.6,27.9,620.0,26.0,178,27.1,87.0,17.1,178,Unhealthy,PM2.5,Delhi,1
2026-06-25 22:00:00,88.2,205.4,63.7,29.1,625.0,17.0,177,27.1,87.0,17.1,177,Unhealthy,PM2.5,Delhi,1
2026-06-25 23:00:00,91.0,207.7,67.3,30.9,669.0,10.0,176,27.1,87.0,17.1,176,Unhealthy,PM2.5,Delhi,1
2026-06-26 00:00:00,105.7,202.1,64.3,28.1,695.0,23.0,175,27.1,87.0,17.1,177,Unhealthy,PM2.5,Delhi,1
2026-06-26 01:00:00,101.5,188.6,55.0,29.6,685.0,41.0,174,27.1,87.0,17.1,175,Unhealthy,PM2.5,Delhi,1
2026-06-26 02:00:00,89.9,186.7,41.8,31.6,658.0,68.0,173,27.1,87.0,17.1,173,Unhealthy,PM2.5,Delhi,1
2026-06-26 03:00:00,79.2,196.0,30.0,31.9,611.0,98.0,172,27.1,87.0,17.1,172,Unhealthy,PM2.5,Delhi,1
2026-06-26 04:00:00,77.3,200.2,20.9,29.2,529.0,136.0,171,27.1,87.0,17.1,171,Unhealthy,PM2.5,Delhi,1
2026-06-26 05:00:00,69.8,177.4,13.0,24.8,427.0,177.0,170,27.1,87.0,17.1,170,Unhealthy,O3,Delhi,1
2026-06-26 06:00:00,62.2,155.5,7.4,21.0,348.0,206.0,169,27.1,87.0,17.1,195,Unhealthy,O3,Delhi,1
2026-06-26 07:00:00,52.3,137.4,4.7,18.5,304.0,214.0,168,27.1,87.0,17.1,203,Very Unhealthy,O3,Delhi,1
2026-06-26 08:00:00,51.3,152.3,4.2,16.5,284.0,209.0,167,27.1,87.0,17.1,199,Unhealthy,O3,Delhi,1
2026-06-26 09:00:00,51.1,155.1,4.7,14.8,292.0,198.0,165,27.1,87.0,17.1,185,Unhealthy,O3,Delhi,1
2026-06-26 10:00:00,48.9,156.9,5.3,13.1,336.0,183.0,164,27.1,87.0,17.1,166,Unhealthy,O3,Delhi,1
2026-06-26 11:00:00,52.2,195.1,6.9,11.7,409.0,163.0,164,27.1,87.0,17.1,164,Unhealthy,PM2.5,Delhi,1
2026-06-26 12:00:00,51.7,156.5,12.7,14.3,496.0,161.0,174,27.1,87.0,17.1,174,Unhealthy,PM2.5,Delhi,1
2026-06-26 13:00:00,57.2,151.8,19.1,16.3,604.0,143.0,178,27.1,87.0,17.1,178,Unhealthy,PM2.5,Delhi,1
2026-06-26 14:00:00,65.7,155.1,28.2,19.1,727.0,118.0,173,27.1,87.0,17.1,173,Unhealthy,PM2.5,Delhi,1
2026-06-26 15:00:00,65.7,170.9,36.6,21.4,830.0,95.0,162,27.1,87.0,17.1,162,Unhealthy,PM2.5,Delhi,1
2026-06-26 16:00:00,69.6,183.9,43.9,23.2,908.0,77.0,162,27.1,87.0,17.1,162,Unhealthy,PM2.5,Delhi,1
2026-06-26 17:00:00,77.1,189.5,50.5,24.5,967.0,60.0,162,27.1,87.0,17.1,162,Unhealthy,PM2.5,Delhi,1
2026-06-26 18:00:00,82.9,204.9,54.1,24.6,989.0,48.0,162,27.1,87.0,17.1,165,Unhealthy,PM2.5,Delhi,1
2026-06-26 19:00:00,85.2,214.7,52.8,22.7,959.0,41.0,162,27.1,87.0,17.1,166,Unhealthy,PM2.5,Delhi,1
2026-06-26 20:00:00,81.7,210.5,48.4,19.6,891.0,38.0,162,27.1,87.0,17.1,165,Unhealthy,PM2.5,Delhi,1
2026-06-26 21:00:00,73.8,188.6,44.1,17.0,814.0,36.0,162,27.1,87.0,17.1,162,Unhealthy,PM2.5,Delhi,1
2026-06-26 22:00:00,68.5,174.2,40.9,15.1,720.0,31.0,162,27.1,87.0,17.1,162,Unhealthy,PM2.5,Delhi,1
2026-06-26 23:00:00,66.8,175.6,37.7,13.7,616.0,27.0,161,27.1,87.0,17.1,161,Unhealthy,PM2.5,Delhi,1
2026-06-27 00:00:00,73.1,273.8,24.3,12.1,548.0,57.0,161,27.1,87.0,17.1,161,Unhealthy,PM2.5,Delhi,1
2026-06-27 01:00:00,86.8,337.1,23.5,13.5,557.0,65.0,160,27.1,87.0,17.1,192,Unhealthy,PM10,Delhi,1
2026-06-27 02:00:00,105.0,434.0,22.3,15.4,602.0,77.0,159,27.1,87.0,17.1,311,Hazardous,PM10,Delhi,1
2026-06-27 03:00:00,116.9,484.3,20.1,17.1,610.0,96.0,160,27.1,87.0,17.1,367,Hazardous,PM10,Delhi,1
2026-06-27 04:00:00,117.3,446.1,16.0,18.4,533.0,131.0,161,27.1,87.0,17.1,324,Hazardous,PM10,Delhi,1
2026-06-27 05:00:00,110.6,380.0,11.0,19.4,418.0,173.0,162,27.1,87.0,17.1,237,Very Unhealthy,PM10,Delhi,1
2026-06-27 06:00:00,101.0,318.5,7.1,19.6,333.0,202.0,163,27.1,87.0,17.1,190,Unhealthy,O3,Delhi,1
2026-06-27 07:00:00,93.4,286.8,5.1,18.4,309.0,209.0,164,27.1,87.0,17.1,199,Unhealthy,O3,Delhi,1
2026-06-27 08:00:00,85.4,258.9,4.3,16.4,315.0,204.0,166,27.1,87.0,17.1,192,Unhealthy,O3,Delhi,1
2026-06-27 09:00:00,83.6,263.6,4.4,14.6,322.0,194.0,167,27.1,87.0,17.1,180,Unhealthy,O3,Delhi,1
2026-06-27 10:00:00,76.8,246.8,5.1,13.2,318.0,180.0,168,27.1,87.0,17.1,168,Unhealthy,PM2.5,Delhi,1
2026-06-27 11:00:00,72.4,234.2,6.8,12.1,315.0,162.0,168,27.1,87.0,17.1,168,Unhealthy,PM2.5,Delhi,1
2026-06-27 12:00:00,68.0,216.1,11.3,12.8,318.0,146.0,169,27.1,87.0,17.1,169,Unhealthy,PM2.5,Delhi,1
2026-06-27 13:00:00,70.1,208.2,19.7,14.1,314.0,126.0,172,27.1,87.0,17.1,172,Unhealthy,PM2.5,Delhi,1
2026-06-27 14:00:00,76.8,218.4,31.6,16.0,316.0,99.0,170,27.1,87.0,17.1,170,Unhealthy,PM2.5,Delhi,1
2026-06-27 15:00:00,85.4,228.2,43.6,18.5,370.0,74.0,170,27.1,87.0,17.1,170,Unhealthy,PM2.5,Delhi,1
2026-06-27 16:00:00,94.8,245.9,55.5,22.1,530.0,55.0,171,27.1,87.0,17.1,171,Unhealthy,PM2.5,Delhi,1
2026-06-27 17:00:00,104.5,270.1,67.5,26.3,743.0,39.0,171,27.1,87.0,17.1,176,Unhealthy,PM2.5,Delhi,1
2026-06-27 18:00:00,112.0,268.2,76.5,29.3,889.0,26.0,172,27.1,87.0,17.1,180,Unhealthy,PM2.5,Delhi,1
2026-06-27 19:00:00,115.7,258.0,81.0,30.5,923.0,17.0,173,27.1,87.0,17.1,182,Unhealthy,PM2.5,Delhi,1
2026-06-27 20:00:00,116.2,245.9,82.5,30.6,892.0,12.0,174,27.1,87.0,17.1,182,Unhealthy,PM2.5,Delhi,1
2026-06-27 21:00:00,116.9,236.1,81.9,30.1,816.0,8.0,175,27.1,87.0,17.1,183,Unhealthy,PM2.5,Delhi,1
2026-06-27 22:00:00,116.6,226.8,80.1,28.6,667.0,3.0,176,27.1,87.0,17.1,183,Unhealthy,PM2.5,Delhi,1
2026-06-27 23:00:00,115.7,222.1,76.2,26.3,474.0,0.1,178,27.1,87.0,17.1,182,Unhealthy,PM2.5,Delhi,1
2026-06-28 00:00:00,71.7,181.6,33.3,18.4,342.0,36.0,179,27.1,87.0,17.1,179,Unhealthy,PM2.5,Delhi,1
